,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement_Rate
2163,2023-02-14 08:31:12.859,General ,TWITTER,Evil Exhibited ,611,30,Text,4.909983633387888
2164,2023-02-14 08:19:05.246,General ,TWITTER,Evil Exhibited ,1313,24,Text,1.827875095201828
2165,2023-02-14 08:18:14.315,General ,TWITTER,Evil Exhibited ,1066,8,Text,0.7504690431519699
2166,2023-02-14 08:16:48.526,General ,TWITTER,Evil Exhibited ,143,12,Text,8.391608391608392
2167,2023-02-14 08:08:01.123,General ,TWITTER,Evil Exhibited ,12465,950,Text,7.62133975130365
2168,2023-02-14 08:02:07.000,General ,FBPAGE,Evil Exhibited ,9602,423,Video,4.405332222453655
2175,2023-02-14 08:00:04.000,General ,INSTAGRAM,Evil Exhibited ,6584,149,Video,2.2630619684082625
2176,2023-02-14 08:00:01.430,DOTA2,TWITTER,Evil Exhibited ,1622,53,Video,3.2675709001233044
2177,2023-02-14 08:00:01.108,General ,TWITTER,Evil Exhibited ,156442,8682,Video,5.54966057708288
2178,2023-02-14 07:40:30.137,DOTA2,TWITTER,N/A ,538,8,Text,1.486988847583643
2179,2023-02-14 07:18:22.649,DOTA2,TWITTER,N/A ,456,23,Text,5.0438596491228065
2180,2023-02-14 06:09:35.554,DOTA2,TWITTER,N/A ,1077,41,Photo,3.8068709377901575
2181,2023-02-13 17:49:50.863,General ,TWITTER,Evil Exhibited ,2482,27,Text,1.087832393231265
2184,2023-02-13 17:33:03.941,General ,TWITTER,Evil Exhibited ,43380,3585,Video,8.26417704011065
2185,2023-02-13 15:38:35.000,General ,INSTAGRAM,Evil Exhibited ,3225,0,Video,0.0
2186,2023-02-13 15:30:13.000,General ,INSTAGRAM,Evil Exhibited ,28392,681,Photo,2.3985629754860525
2187,2023-02-13 15:30:02.381,General ,TWITTER,Evil Exhibited ,20118,277,Photo,1.3768764290684958
2188,2023-02-13 15:30:01.000,General ,FBPAGE,Evil Exhibited ,24894,1097,Photo,4.40668434160842
2189,2023-02-13 15:08:15.000,Valorant,YOUTUBE,N/A ,961,46,Video,4.786680541103017
2192,2023-02-13 15:00:36.000,General ,INSTAGRAM,Community Engagement ,10524,132,Video,1.2542759407069555
2193,2023-02-13 15:00:06.000,General ,TIKTOK_BUSINESS,Community Engagement ,1432,69,Video,4.818435754189944
2194,2023-02-13 14:33:48.260,General ,TWITTER,Community Engagement ,13822,76,Photo,0.5498480682969179
2197,2023-02-13 13:07:37.921,General ,TWITTER,Community Engagement ,12837,54,Photo,0.42065903248422526
2198,2023-02-13 12:49:55.000,Content Creators,YOUTUBE,N/A ,488,18,Video,3.6885245901639343
2199,2023-02-13 12:49:53.000,Content Creators,YOUTUBE,N/A ,1741,45,Video,2.5847214244686962
2200,2023-02-13 12:49:50.000,Content Creators,YOUTUBE,N/A ,1991,79,Video,3.9678553490708186
2201,2023-02-13 11:55:58.793,General ,TWITTER,Community Engagement ,247,3,Photo,1.214574898785425
2202,2023-02-13 11:26:25.447,DOTA2,TWITTER,N/A ,1062,32,Text,3.0131826741996233
2203,2023-02-13 11:24:07.095,DOTA2,TWITTER,N/A ,510,14,Text,2.7450980392156863
2204,2023-02-13 10:46:39.712,DOTA2,TWITTER,N/A ,26,1,Text,3.8461538461538463
2205,2023-02-13 10:31:29.020,General ,TWITTER,Evil Exhibited ,22533,569,Photo,2.5251852838059734
2206,2023-02-13 09:30:57.263,General ,TWITTER,Evil Exhibited ,372,16,Text,4.301075268817205
2207,2023-02-13 09:30:06.247,DOTA2,TWITTER,Evil Exhibited ,4115,66,Text,1.6038882138517618
2208,2023-02-13 09:18:28.992,DOTA2,TWITTER,Evil Exhibited ,914,10,Photo,1.0940919037199124
2210,2023-02-13 08:35:09.844,General ,TWITTER,Evil Exhibited ,5479,129,Video,2.354444241649936
2211,2023-02-12 18:18:39.895,General ,TWITTER,Community Engagement ,1255,37,Text,2.948207171314741
2212,2023-02-12 18:09:45.843,CSGO,TWITTER,Community Engagement ,3087,128,Photo,4.146420472951085
2213,2023-02-12 16:43:32.926,CSGO,TWITTER,Community Engagement ,7041,251,Photo,3.564834540548217
2214,2023-02-12 14:23:30.848,General ,TWITTER,Community Engagement ,292,10,Text,3.4246575342465753
2215,2023-02-12 14:06:27.319,General ,TWITTER,Community Engagement ,1631,14,Text,0.8583690987124464
2218,2023-02-12 12:00:02.244,General ,TWITTER,Community Engagement ,17150,316,Photo,1.8425655976676385
2219,2023-02-12 11:03:06.789,General ,TWITTER,Evil Exhibited ,7273,115,Photo,1.5811907053485494
2220,2023-02-12 11:00:10.000,General ,FBPAGE,Evil Exhibited ,10957,116,Photo,1.0586839463356759
2221,2023-02-12 11:00:10.000,General ,FBPAGE,Evil Exhibited ,10957,116,Photo,1.0586839463356759
2222,2023-02-12 11:00:10.000,General ,FBPAGE,Evil Exhibited ,21914,230,Photo,1.0495573605914028
2223,2023-02-12 11:00:08.966,General ,TWITTER,Evil Exhibited ,52306,1009,Photo,1.92903299812641
2224,2023-02-12 11:00:01.000,General ,FBPAGE,N/A ,7205,159,Photo,2.2068008327550315
2225,2023-02-12 11:00:01.000,General ,FBPAGE,N/A ,7205,159,Photo,2.2068008327550315
2226,2023-02-12 11:00:00.754,DOTA2,TWITTER,Evil Exhibited ,1648,40,Photo,2.4271844660194173
2227,2023-02-12 11:00:00.000,General ,FBPAGE,Evil Exhibited ,14410,317,Photo,2.199861207494795
2228,2023-02-12 10:29:35.000,General ,INSTAGRAM,Evergreen ,11144,194,Video,1.7408470926058868
2229,2023-02-12 10:28:59.000,General ,TIKTOK_BUSINESS,Evergreen ,1180,50,Video,4.23728813559322
2230,2023-02-12 10:28:57.174,General ,YOUTUBE,Evergreen ,980,37,Video,3.7755102040816326
2231,2023-02-12 10:00:00.386,General ,TWITTER,Community Engagement ,22311,179,Text,0.8022948321455784
2234,2023-02-11 18:28:05.260,CSGO,TWITTER,Community Engagement ,2330,62,Photo,2.6609442060085837
2235,2023-02-11 17:34:54.480,CSGO,TWITTER,Community Engagement ,8671,294,Photo,3.3906123861146353
2236,2023-02-11 15:13:44.053,General ,TWITTER,Community Engagement ,401,12,Text,2.9925187032418954
2238,2023-02-11 15:09:22.951,General ,TWITTER,Community Engagement ,154,4,Text,2.5974025974025974
2239,2023-02-11 15:05:21.388,General ,TWITTER,Community Engagement ,20354,111,Photo,0.5453473518718679
2240,2023-02-11 14:50:58.847,General ,TWITTER,Community Engagement ,14873,244,Video,1.6405567135076984
2241,2023-02-11 14:06:59.896,General ,TWITTER,Community Engagement ,47109,202,Photo,0.428792799677344
2242,2023-02-11 13:58:26.286,General ,TWITTER,Community Engagement ,422,10,Video,2.3696682464454977
2243,2023-02-11 13:49:07.237,General ,TWITTER,Community Engagement ,14658,253,Video,1.726019920862328
2246,2023-02-11 13:40:53.000,General ,INSTAGRAM,Community Engagement ,3410,0,Video,0.0
2249,2023-02-11 13:34:25.000,General ,INSTAGRAM,Community Engagement ,3581,0,Video,0.0
2250,2023-02-11 13:30:27.000,General ,INSTAGRAM,Community Engagement ,3727,0,Photo,0.0
2251,2023-02-11 13:29:15.000,General ,INSTAGRAM,Community Engagement ,4039,0,Video,0.0
2252,2023-02-11 13:16:52.555,General ,TWITTER,Community Engagement ,14519,72,Photo,0.4959019216199463
2253,2023-02-11 11:00:12.000,General ,INSTAGRAM,Evil Exhibited ,10621,158,Photo,1.487618868279823
2254,2023-02-11 11:00:02.898,General ,TWITTER,Evil Exhibited ,13322,55,Photo,0.41285092328479206
2255,2023-02-11 11:00:01.000,General ,FBPAGE,Evil Exhibited ,14221,89,Photo,0.6258350326981226
2256,2023-02-11 09:25:25.604,General ,TWITTER,Evil Exhibited ,1046,22,Text,2.1032504780114722
2257,2023-02-11 09:00:34.000,General ,INSTAGRAM,Evergreen ,128,2,Video,1.5625
2258,2023-02-11 09:00:16.275,General ,TWITTER,Community Engagement ,37653,514,Photo,1.365097070618543
2259,2023-02-11 09:00:11.023,General ,YOUTUBE,Evergreen ,484,21,Video,4.338842975206612
2260,2023-02-11 09:00:08.000,General ,TIKTOK_BUSINESS,Evergreen ,242,16,Video,6.6115702479338845
2261,2023-02-10 19:26:46.697,CSGO,TWITTER,Community Engagement ,1309,22,Photo,1.680672268907563
2262,2023-02-10 18:32:45.633,CSGO,TWITTER,Community Engagement ,1742,14,Photo,0.8036739380022963
2263,2023-02-10 17:32:01.002,CSGO,TWITTER,Community Engagement ,946,20,Photo,2.1141649048625792
2264,2023-02-10 17:08:00.078,General ,TWITTER,Community Engagement ,13611,173,Photo,1.2710307839247668
2265,2023-02-10 16:55:03.967,General ,TWITTER,Community Engagement ,205,10,Video,4.878048780487805
2266,2023-02-10 16:52:58.914,DOTA2,TWITTER,N/A ,1033,11,Video,1.0648596321393997
2267,2023-02-10 16:50:25.269,General ,TWITTER,Community Engagement ,17485,288,Photo,1.647126108092651
2268,2023-02-10 16:41:51.107,General ,TWITTER,Community Engagement ,28821,309,Photo,1.072134901634225
2269,2023-02-10 16:40:37.000,General ,FBPAGE,N/A ,20089,710,Photo,3.5342724874309326
2270,2023-02-10 16:40:25.121,DOTA2,TWITTER,N/A ,702,13,Photo,1.8518518518518516
2271,2023-02-10 16:39:53.488,General ,TWITTER,Community Engagement ,58502,827,Photo,1.4136268845509554
2272,2023-02-10 16:33:13.032,General ,TWITTER,Community Engagement ,17162,167,Photo,0.9730800605989978
2273,2023-02-10 16:27:28.000,General ,INSTAGRAM,Community Engagement ,2796,0,Video,0.0
2274,2023-02-10 16:26:23.193,DOTA2,TWITTER,N/A ,827,16,Photo,1.9347037484885126
2275,2023-02-10 16:21:58.926,CSGO,TWITTER,Community Engagement ,3161,75,Photo,2.3726668775703894
2276,2023-02-10 16:21:48.562,General ,TWITTER,Community Engagement ,15720,105,Photo,0.6679389312977099
2277,2023-02-10 16:21:31.027,DOTA2,TWITTER,N/A ,916,25,Text,2.7292576419213974
2278,2023-02-10 16:17:10.869,DOTA2,TWITTER,N/A ,794,27,Photo,3.400503778337532
2279,2023-02-10 16:10:33.460,DOTA2,TWITTER,N/A ,339,10,Video,2.949852507374631
2280,2023-02-10 16:01:16.314,General ,TWITTER,Community Engagement ,2804,60,Video,2.1398002853067046
2281,2023-02-10 16:00:57.280,DOTA2,TWITTER,N/A ,693,15,Photo,2.1645021645021645
2282,2023-02-10 16:00:50.071,General ,TWITTER,Community Engagement ,11673,157,Photo,1.3449841514606355
2283,2023-02-10 15:53:47.000,General ,FBPAGE,N/A ,13542,339,Photo,2.503322995126274
2284,2023-02-10 15:53:46.171,DOTA2,TWITTER,N/A ,682,14,Photo,2.0527859237536656
2285,2023-02-10 15:53:41.868,General ,TWITTER,Community Engagement ,34626,182,Photo,0.5256165886905794
2287,2023-02-10 15:50:04.000,General ,INSTAGRAM,Community Engagement ,2982,0,Video,0.0
2288,2023-02-10 15:43:25.478,General ,TWITTER,Community Engagement ,757,38,Video,5.019815059445178
2289,2023-02-10 15:40:20.552,General ,TWITTER,Community Engagement ,20576,1047,Video,5.088452566096422
2290,2023-02-10 14:45:35.308,DOTA2,TWITTER,N/A ,1983,99,Video,4.992435703479576
2291,2023-02-10 14:39:57.051,General ,TWITTER,Community Engagement ,44448,333,Photo,0.7491900647948164
2292,2023-02-10 14:01:23.501,General ,TWITTER,Community Engagement ,15170,327,Video,2.1555702043506924
2293,2023-02-10 13:30:30.000,General ,INSTAGRAM,Evergreen ,11079,246,Video,2.220417005144869
2294,2023-02-10 13:30:08.000,General ,TIKTOK_BUSINESS,Evergreen ,4205,130,Video,3.0915576694411415
2295,2023-02-10 13:30:05.010,General ,YOUTUBE,Evergreen ,866,27,Video,3.117782909930716
2296,2023-02-10 13:27:45.179,General ,TWITTER,Community Engagement ,792,3,Text,0.3787878787878788
2297,2023-02-10 13:10:32.829,General ,TWITTER,Community Engagement ,2082,75,Video,3.602305475504323
2298,2023-02-10 13:00:02.000,General ,FBPAGE,N/A ,20958,1908,Photo,9.103922129974235
2299,2023-02-10 13:00:01.811,DOTA2,TWITTER,N/A ,1031,55,Photo,5.33462657613967
2302,2023-02-10 11:35:37.000,General ,INSTAGRAM,Community Engagement ,9312,119,Video,1.2779209621993126
2303,2023-02-10 11:27:42.996,General ,TWITTER,Evil Exhibited ,1355,15,Text,1.107011070110701
2304,2023-02-10 11:14:37.940,General ,TWITTER,Community Engagement ,144,2,Text,1.3888888888888888
2305,2023-02-10 11:13:47.389,General ,TWITTER,Community Engagement ,134,3,Text,2.2388059701492535
2306,2023-02-10 11:04:45.834,General ,TWITTER,Evil Exhibited ,1387,13,Text,0.9372746935832732
2307,2023-02-10 11:00:12.000,General ,FBPAGE,Evil Exhibited ,22567,470,Photo,2.082687109496167
2308,2023-02-10 11:00:12.000,General ,FBPAGE,Evil Exhibited ,11284,235,Photo,2.0825948245303083
2309,2023-02-10 11:00:12.000,General ,FBPAGE,Evil Exhibited ,11284,235,Photo,2.0825948245303083
2310,2023-02-10 11:00:09.257,General ,TWITTER,Evil Exhibited ,50167,3595,Photo,7.166065341758526
2311,2023-02-10 11:00:08.000,General ,TIKTOK_BUSINESS,Community Engagement ,157,9,Video,5.7324840764331215
2312,2023-02-10 11:00:02.000,General ,FBPAGE,N/A ,9273,242,Photo,2.6097271648873073
2313,2023-02-10 11:00:02.000,General ,FBPAGE,N/A ,9273,242,Photo,2.6097271648873073
2314,2023-02-10 11:00:01.183,DOTA2,TWITTER,Evil Exhibited ,1051,40,Photo,3.8058991436726926
2315,2023-02-10 11:00:01.000,General ,FBPAGE,Evil Exhibited ,18546,483,Photo,2.604335166612747
2316,2023-02-10 10:30:33.000,General ,INSTAGRAM,Evergreen ,43440,1075,Video,2.4746777163904237
2317,2023-02-10 10:30:06.000,General ,TIKTOK_BUSINESS,Evergreen ,506,18,Video,3.557312252964427
2318,2023-02-10 10:30:03.901,General ,YOUTUBE,Evergreen ,524,9,Video,1.717557251908397
2319,2023-02-10 10:13:55.000,Content Creators,YOUTUBE,N/A ,1372,34,Video,2.478134110787172
2322,2023-02-10 10:04:08.000,General ,INSTAGRAM,Community Engagement ,2926,0,Video,0.0
2323,2023-02-10 10:00:25.296,General ,TWITTER,Community Engagement ,24413,556,Video,2.277475115717036
2324,2023-02-10 09:00:31.681,CSGO,TWITTER,Community Engagement ,986,20,Video,2.028397565922921
2325,2023-02-10 05:15:01.640,DOTA2,TWITTER,N/A ,6359,150,Photo,2.3588614562038055
2326,2023-02-09 18:38:04.165,General ,TWITTER,Evil Exhibited ,967,16,Text,1.6546018614270943
2329,2023-02-09 17:18:25.909,General ,TWITTER,Community Engagement ,1868,77,Photo,4.122055674518201
2330,2023-02-09 17:10:17.683,General ,TWITTER,Evil Exhibited ,27220,4352,Photo,15.988243938280677
2331,2023-02-09 16:54:08.186,General ,TWITTER,Evil Exhibited ,492,5,Video,1.0162601626016259
2332,2023-02-09 16:53:48.247,General ,TWITTER,Evil Exhibited ,388,9,Text,2.3195876288659796
2335,2023-02-09 16:37:05.000,General ,INSTAGRAM,Community Engagement ,3120,0,Video,0.0
2336,2023-02-09 16:27:31.084,General ,TWITTER,Evil Exhibited ,522,9,Video,1.7241379310344827
2337,2023-02-09 16:22:29.083,General ,TWITTER,Community Engagement ,1999,32,Photo,1.6008004002001
2338,2023-02-09 16:21:08.757,General ,TWITTER,Evil Exhibited ,450,4,Text,0.8888888888888888
2340,2023-02-09 16:12:07.286,General ,TWITTER,Community Engagement ,383,8,Video,2.088772845953003
2342,2023-02-09 15:49:15.624,General ,TWITTER,Community Engagement ,1244,65,Video,5.22508038585209
2343,2023-02-09 15:47:07.743,General ,TWITTER,Community Engagement ,16153,351,Photo,2.1729709651457934
2344,2023-02-09 15:46:02.000,General ,FBPAGE,N/A ,30475,4606,Photo,15.114027891714521
2345,2023-02-09 15:45:42.131,DOTA2,TWITTER,N/A ,855,16,Photo,1.8713450292397662
2346,2023-02-09 15:45:25.968,General ,TWITTER,Community Engagement ,30114,483,Photo,1.6039051603905161
2347,2023-02-09 15:44:53.180,DOTA2,TWITTER,N/A ,896,29,Photo,3.2366071428571432
2348,2023-02-09 15:43:56.247,DOTA2,TWITTER,N/A ,524,9,Photo,1.717557251908397
2349,2023-02-09 15:43:08.522,General ,TWITTER,Community Engagement ,12003,196,Photo,1.6329251020578188
2350,2023-02-09 15:21:52.000,General ,FBPAGE,N/A ,6796,459,Video,6.753972925250147
2351,2023-02-09 15:20:32.373,DOTA2,TWITTER,N/A ,627,27,Video,4.30622009569378
2352,2023-02-09 15:20:26.197,General ,TWITTER,Community Engagement ,11205,252,Video,2.248995983935743
2353,2023-02-09 15:16:09.871,DOTA2,TWITTER,N/A ,520,5,Video,0.9615384615384616
2354,2023-02-09 15:12:09.489,DOTA2,TWITTER,N/A ,631,36,Photo,5.705229793977813
2355,2023-02-09 15:08:44.842,DOTA2,TWITTER,N/A ,502,7,Video,1.394422310756972
2356,2023-02-09 15:06:13.985,General ,TWITTER,Community Engagement ,28873,271,Photo,0.9385931493090429
2357,2023-02-09 15:05:27.000,General ,FBPAGE,N/A ,12331,524,Photo,4.249452599140378
2358,2023-02-09 15:05:25.303,DOTA2,TWITTER,N/A ,538,9,Photo,1.6728624535315983
2360,2023-02-09 15:01:38.000,General ,INSTAGRAM,Community Engagement ,3750,0,Video,0.0
2362,2023-02-09 14:59:56.654,General ,TWITTER,Community Engagement ,11952,643,Video,5.3798527443105755
2363,2023-02-09 14:51:20.296,General ,TWITTER,Community Engagement ,479,12,Video,2.5052192066805845
2364,2023-02-09 14:49:13.135,General ,TWITTER,Community Engagement ,19134,1366,Video,7.139124072331975
2365,2023-02-09 14:05:17.739,General ,TWITTER,Community Engagement ,16210,331,Video,2.041949413942011
2366,2023-02-09 13:56:28.507,DOTA2,TWITTER,N/A ,517,9,Photo,1.7408123791102514
2367,2023-02-09 13:00:34.000,General ,INSTAGRAM,Evergreen ,14608,267,Video,1.8277656078860898
2368,2023-02-09 13:00:07.000,General ,TIKTOK_BUSINESS,Evergreen ,1683,40,Video,2.3767082590612003
2369,2023-02-09 13:00:05.812,General ,YOUTUBE,Evergreen ,422,11,Video,2.6066350710900474
2370,2023-02-09 12:00:48.592,General ,TWITTER,Community Engagement ,3375,57,Text,1.6888888888888887
2371,2023-02-09 12:00:02.360,General ,TWITTER,Community Engagement ,12647,115,Photo,0.9093065549142089
2372,2023-02-09 12:00:01.852,DOTA2,TWITTER,N/A ,1460,66,Photo,4.52054794520548
2373,2023-02-09 12:00:01.000,General ,FBPAGE,N/A ,44147,5428,Photo,12.295286202912996
2374,2023-02-09 11:00:32.000,General ,INSTAGRAM,Evil Exhibited ,11868,311,Photo,2.6204920795416244
2381,2023-02-09 11:00:07.000,General ,FBPAGE,Evil Exhibited ,24794,913,Photo,3.6823425022182783
2382,2023-02-09 11:00:06.333,General ,TWITTER,Evil Exhibited ,66746,5546,Photo,8.309112156533725
2383,2023-02-09 11:00:01.000,General ,FBPAGE,Evil Exhibited ,32321,1862,Photo,5.7609603663253
2384,2023-02-09 11:00:00.611,DOTA2,TWITTER,Evil Exhibited ,1947,118,Photo,6.0606060606060606
2385,2023-02-09 10:00:34.000,General ,INSTAGRAM,Evergreen ,8733,151,Video,1.7290736287644566
2386,2023-02-09 10:00:08.000,General ,TIKTOK_BUSINESS,Evergreen ,1415,77,Video,5.4416961130742045
2387,2023-02-09 10:00:07.627,General ,YOUTUBE,Evergreen ,486,22,Video,4.526748971193416
2388,2023-02-09 07:42:22.126,General ,TWITTER,Evil Exhibited ,3714,51,Text,1.3731825525040386
2390,2023-02-08 15:18:40.759,General ,TWITTER,Community Engagement ,1564,25,Text,1.5984654731457801
2391,2023-02-08 15:00:06.902,General ,TWITTER,Evil Exhibited ,23671,416,Video,1.7574246968864855
2392,2023-02-08 14:38:01.342,General ,TWITTER,Community Engagement ,21914,395,Photo,1.8025006844939309
2393,2023-02-08 12:03:23.457,General ,TWITTER,Community Engagement ,2664,45,Photo,1.6891891891891893
2394,2023-02-08 11:00:01.000,General ,FBPAGE,N/A ,26973,2306,Photo,8.549290030771513
2395,2023-02-08 11:00:00.320,DOTA2,TWITTER,N/A ,2834,126,Photo,4.446012702893437
2396,2023-02-08 10:06:14.000,General ,INSTAGRAM,Community Engagement ,16084,336,Video,2.089032578960458
2397,2023-02-08 10:00:09.000,General ,TIKTOK_BUSINESS,Community Engagement ,3694,173,Video,4.68327016783974
2398,2023-02-08 10:00:06.662,General ,YOUTUBE,Community Engagement ,1641,44,Video,2.681291895185862
2399,2023-02-08 09:45:23.000,Content Creators,YOUTUBE,N/A ,226,12,Video,5.3097345132743365
2400,2023-02-08 09:00:37.003,CSGO,TWITTER,Community Engagement ,236,8,Text,3.389830508474576
2401,2023-02-08 09:00:22.240,CSGO,TWITTER,Community Engagement ,1379,15,Link,1.0877447425670776
2403,2023-02-08 08:22:39.174,General,LINKEDIN_COMPANY,Community Engagement ,2476,17,Text,0.6865912762520193
2405,2023-02-08 06:18:28.283,DOTA2,TWITTER,N/A ,984,17,Photo,1.7276422764227644
2406,2023-02-07 16:02:52.383,General ,TWITTER,Community Engagement ,5404,256,Video,4.737231680236861
2417,2023-02-07 14:00:48.000,General ,INSTAGRAM,Evergreen ,7719,114,Video,1.4768752429071124
2418,2023-02-07 14:00:08.000,General ,TIKTOK_BUSINESS,Evergreen ,1126,49,Video,4.351687388987567
2419,2023-02-07 14:00:06.023,General ,YOUTUBE,Evergreen ,515,27,Video,5.242718446601942
2420,2023-02-07 11:47:16.444,General ,TWITTER,Evil Exhibited ,325,2,Text,0.6153846153846154
2421,2023-02-07 11:46:24.915,General ,TWITTER,Evil Exhibited ,430,4,Video,0.9302325581395349
2422,2023-02-07 11:35:02.061,General ,TWITTER,Evil Exhibited ,27024,697,Photo,2.579188869153345
2423,2023-02-07 09:20:51.498,General ,TWITTER,Community Engagement ,873,44,Video,5.040091638029782
2424,2023-02-07 09:06:26.000,General ,INSTAGRAM,Evergreen ,7618,82,Video,1.0763980047256498
2425,2023-02-07 09:00:08.000,General ,TIKTOK_BUSINESS,Evergreen ,222,15,Video,6.756756756756757
2426,2023-02-07 09:00:05.701,General ,YOUTUBE,Evergreen ,365,17,Video,4.657534246575342
2428,2023-02-06 17:01:48.007,General ,TWITTER,Community Engagement ,237,10,Text,4.219409282700422
2430,2023-02-06 14:33:22.207,General ,TWITTER,Community Engagement ,11714,86,Photo,0.7341642479084856
2431,2023-02-06 14:09:26.224,General ,TWITTER,Community Engagement ,773,10,Text,1.29366106080207
2432,2023-02-06 14:06:40.205,General ,TWITTER,Community Engagement ,24054,1366,Photo,5.67888916604307
2433,2023-02-06 13:23:09.970,General ,TWITTER,Evil Exhibited ,1153,20,Video,1.7346053772766694
2434,2023-02-06 13:21:17.573,General ,TWITTER,Evil Exhibited ,922,21,Text,2.27765726681128
2435,2023-02-06 13:19:59.991,General ,TWITTER,Evil Exhibited ,3194,101,Text,3.1621790857858483
2436,2023-02-06 13:19:28.793,General ,TWITTER,Evil Exhibited ,56791,1444,Photo,2.5426564068250253
2437,2023-02-06 13:10:13.159,General ,TWITTER,Community Engagement ,10153,41,Photo,0.4038215305820939
2438,2023-02-06 12:30:34.000,General ,INSTAGRAM,Evergreen ,10781,220,Video,2.0406270290325574
2439,2023-02-06 12:30:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1458,70,Video,4.801097393689986
2440,2023-02-06 12:30:04.922,General ,YOUTUBE,Evergreen ,544,17,Video,3.125
2441,2023-02-06 11:20:30.802,DOTA2,TWITTER,N/A ,1389,43,Text,3.095752339812815
2443,2023-02-06 09:30:34.000,General ,INSTAGRAM,Evergreen ,7244,109,Video,1.5046935394809497
2444,2023-02-06 09:30:07.000,General ,TIKTOK_BUSINESS,Evergreen ,622,47,Video,7.556270096463022
2445,2023-02-06 09:30:04.957,General ,YOUTUBE,Evergreen ,613,27,Video,4.404567699836868
2446,2023-02-05 11:16:38.834,DOTA2,TWITTER,N/A ,1222,18,Text,1.4729950900163666
2447,2023-02-05 10:01:07.000,General ,INSTAGRAM,Evil Exhibited ,11687,140,Video,1.1979122101480277
2448,2023-02-05 10:00:09.740,General ,YOUTUBE,Evil Exhibited ,459,8,Video,1.7429193899782136
